Querter,Year,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter:  Q3-2023),2022 Passengers (10% sample)
1,2022,PSG,Petersburg James A Johnson,Petersburg,AK,504.41,544.73, 733 
1,2022,DBQ,Dubuque Regional,Dubuque,IA,519.68,561.22, 718 
1,2022,CMX,Houghton County Memorial,Hancock/Houghton,MI,490.09,529.27, 710 
1,2022,RKS,Southwest Wyoming Regional,Rock Springs,WY,478.08,516.30, 682 
1,2022,PIH,Pocatello Regional,Pocatello,ID,490.91,530.15, 675 
1,2022,LAR,Laramie Regional,Laramie,WY,484.66,523.40, 664 
1,2022,BRD,Brainerd Lakes Regional,Brainerd,MN,617.05,666.38, 657 
1,2022,RIW,Central Wyoming Regional,Riverton/Lander,WY,538.22,581.24, 651 
1,2022,BTM,Bert Mooney,Butte,MT,551.77,595.88, 637 
1,2022,ESC,Delta County,Escanaba,MI,497.51,537.28, 633 
1,2022,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,99.16,107.08, 608 
1,2022,HIB,Range Regional,Hibbing,MN,570.56,616.17, 586 
1,2022,EAR,Kearney Regional,Kearney,NE,473.80,511.67, 576 
1,2022,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,466.05,503.30, 563 
1,2022,CDV,Merle K Mudhole Smith,Cordova,AK,419.66,453.21, 562 
1,2022,ALO,Waterloo Regional,Waterloo,IA,406.05,438.51, 555 
1,2022,VEL,Vernal Regional,Vernal,UT,454.40,490.72, 545 
1,2022,EKO,Elko Regional,Elko,NV,593.97,641.45, 527 
1,2022,MEI,Key Field,Meridian,MS,465.33,502.53, 522 
1,2022,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,383.58,414.24, 514 
1,2022,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,418.53,451.99, 496 
1,2022,PIR,Pierre Regional,Pierre,SD,506.22,546.69, 484 
1,2022,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,438.45,473.50, 482 
1,2022,WRG,Wrangell Airport,Wrangell,AK,505.27,545.66, 478 
1,2022,CDC,Cedar City Regional,Cedar City,UT,439.77,474.92, 471 
1,2022,VCT,Victoria Regional,Victoria,TX,386.78,417.70, 441 
1,2022,CNY,Canyonlands Regional,Moab,UT,379.51,409.84, 440 
1,2022,OWB,Owensboro Daviess County Regional,Owensboro,KY,144.67,156.23, 440 
1,2022,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,497.01,536.74, 434 
1,2022,INL,Falls International Einarson Field,International Falls,MN,582.48,629.04, 407 
1,2022,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,470.88,508.52, 402 
1,2022,SLN,Salina Regional,Salina,KS,399.21,431.12, 388 
1,2022,DEC,Decatur Airport,Decatur,IL,388.53,419.59, 377 
1,2022,ATY,Watertown Regional,Watertown,SD,475.30,513.30, 367 
1,2022,APN,Alpena County Regional,Alpena,MI,545.91,589.55, 333 
1,2022,JLN,Joplin Regional,Joplin,MO,455.89,492.33, 332 
1,2022,PAH,Barkley Regional,Paducah,KY,489.93,529.10, 323 
1,2022,DRT,Del Rio International,Del Rio,TX,373.01,402.83, 320 
1,2022,BIH,Bishop Airport,Bishop,CA,333.72,360.40, 296 
1,2022,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,457.09,493.63, 290 
1,2022,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,444.70,480.25, 284 
1,2022,JMS,Jamestown Regional,Jamestown,ND,466.42,503.71, 279 
1,2022,LBL,Liberal Mid-America Regional,Liberal,KS,371.25,400.93, 273 
1,2022,SHD,Shenandoah Valley Regional,Staunton,VA,442.92,478.33, 265 
1,2022,YAK,Yakutat Airport,Yakutat,AK,527.30,569.45, 260 
1,2022,CVN,Clovis Regional,Clovis,NM,529.57,571.91, 250 
1,2022,HYS,Hays Regional,Hays,KS,487.91,526.91, 231 
1,2022,DVL,Devils Lake Regional,Devils Lake,ND,476.72,514.82, 219 
1,2022,BKW,Raleigh County Memorial,Beckley,WV,480.38,518.78, 215 
1,2022,DDC,Dodge City Regional,Dodge City,KS,417.52,450.90, 213 
1,2022,OGS,Ogdensburg International,Ogdensburg,NY,457.66,494.24, 198 
1,2022,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,358.73,387.40, 180 
1,2022,DUT,Unalaska Airport,Unalaska,AK,1070.18,1155.73, 171 
1,2022,LWB,Greenbrier Valley,Lewisburg,WV,486.86,525.78, 169 
1,2022,IPL,Imperial County,El Centro,CA,378.18,408.41, 169 
1,2022,PUB,Pueblo Memorial,Pueblo,CO,349.79,377.76, 168 
1,2022,LEB,Lebanon Municipal,Lebanon-Hanover,NH,447.29,483.05, 166 
1,2022,FOD,Fort Dodge Regional,Fort Dodge,IA,410.00,442.78, 153 
1,2022,MKG,Muskegon County,Muskegon,MI,448.24,484.07, 151 
1,2022,CGI,Cape Girardeau Regional,Cape Girardeau,MO,444.59,480.13, 147 
1,2022,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,365.37,394.58, 147 
1,2022,MBL,Manistee County-Blacker,Manistee/Ludington,MI,393.38,424.82, 132 
1,2022,TEX,Telluride Regional,Telluride,CO,646.83,698.54, 129 
1,2022,AUG,Augusta State,Augusta/Waterville,ME,384.63,415.37, 129 
1,2022,MCW,Mason City Municipal,Mason City,IA,382.39,412.96, 128 
1,2022,IWD,Gogebic-Iron County,Ironwood,MI,422.06,455.80, 120 
1,2022,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,421.42,455.11, 117 
1,2022,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,476.59,514.68, 116 
1,2022,CEZ,Cortez Municipal,Cortez,CO,493.11,532.52, 112 
1,2022,ENA,Kenai Municipal,Kenai,AK,646.05,697.70, 110 
1,2022,DUJ,DuBois Regional,DuBois,PA,412.00,444.94, 103 
1,2022,UIN,Quincy Regional-Baldwin Field,Quincy,IL,401.70,433.81, 101 
1,2022,RKD,Knox County Regional,Rockland,ME,556.00,600.45, 96 
1,2022,TUP,Tupelo Regional,Tupelo,MS,330.68,357.12, 96 
1,2022,RUT,Rutland - Southern Vermont Regional,Rutland,VT,318.89,344.38, 94 
1,2022,PVC,Provincetown Municipal,Provincetown,MA,870.00,939.55, 90 
1,2022,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,368.00,397.42, 88 
1,2022,PGA,Page Municipal,Page,AZ,347.36,375.13, 87 
1,2022,LNS,Lancaster Airport,Lancaster,PA,351.20,379.27, 84 
1,2022,BRL,Southeast Iowa Regional,Burlington,IA,504.45,544.78, 83 
1,2022,AIA,Alliance Municipal,Alliance,NE,485.82,524.66, 71 
1,2022,SDY,Sidney Richland Regional,Sidney,MT,541.00,584.25, 71 
1,2022,HOM,Homer Airport,Homer,AK,787.30,850.24, 69 
1,2022,GLH,Greenville Mid Delta,Greenville,MS,399.07,430.97, 68 
1,2022,TVF,Thief River Falls Regional,Thief River Falls,MN,407.14,439.69, 66 
1,2022,MSL,Northwest Alabama Regional,Muscle Shoals,AL,469.16,506.66, 66 
1,2022,AOO,Altoona-Blair County,Altoona,PA,389.36,420.48, 65 
1,2022,IRK,Kirksville Regional,Kirksville,MO,466.94,504.27, 56 
1,2022,BFD,Bradford Regional,Bradford,PA,312.75,337.75, 55 
1,2022,ADK,Adak,Adak Island,AK,976.00,1054.02, 50 
1,2022,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,323.05,348.88, 50 
1,2022,MCK,McCook Ben Nelson Regional,McCook,NE,484.40,523.12, 48 
1,2022,CDR,Chadron Municipal,Chadron,NE,341.86,369.19, 46 
1,2022,VQS,Antonio Rivera Rodriguez,Vieques,PR,579.20,625.50, 45 
1,2022,MSS,Massena International-Richards Field,Massena,NY,325.38,351.40, 42 
1,2022,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,381.39,411.88, 37 
1,2022,SOW,Show Low Regional,Show Low,AZ,410.40,443.21, 35 
1,2022,CNM,Cavern City Air Terminal,Carlsbad,NM,421.80,455.52, 33 
1,2022,HRO,Boone County,Harrison,AR,393.44,424.90, 33 
1,2022,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,610.80,659.63, 29 
1,2022,HOT,Memorial Field,Hot Springs,AR,379.17,409.48, 26 
1,2022,MKL,McKellar-Sipes Regional,Jackson,TN,359.00,387.70, 24 
1,2022,MKK,Molokai,Hoolehua,HI,465.25,502.44, 23 
1,2022,HVR,Havre City-County,Havre,MT,408.25,440.89, 22 
1,2022,GDV,Dawson Community,Glendive,MT,630.43,680.82, 18 
1,2022,OLF,L. M. Clayton,Wolf Point,MT,505.33,545.73, 16 
1,2022,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,486.11,524.97, 13 
1,2022,CPX,Benjamin Rivera Noriega,Culebra,PR,460.83,497.67, 11 
1,2022,CDB,Cold Bay Airport,Cold Bay,AK,987.00,1065.90, 10 
1,2022,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,490.67,529.89, 9 
1,2022,MCN,Middle Georgia Regional,Macon,GA,467.00,504.33, 6 
1,2022,JHM,Kapalua Airport,Kapalua,HI,575.00,620.97, 4 
1,2022,OGD,Ogden-Hinckley,Ogden,UT,101.70,109.83, -   
1,2022,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,138.85,149.95, -   
1,2022,MKT,Mankato Regional,Mankato,MN,257.00,277.54, -   
1,2022,SNP,St. Paul Island,St. Paul,AK,983.00,1061.58, -   
,,,,,,,,
,,,,,,,,
,,,,,,,,
